%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.position0,field.position1,field.position2,field.position3,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.effort0,field.effort1,field.effort2,field.effort3
515054000000,15329,515046000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06302843490705001,0.0290649666216396,-0.6324792142275957,-0.560743966029996,-0.00014012908506523536,-0.000490441836635637,-0.07541688964114376,-0.12193662020121525,0.0,0.0,0.0,0.0
515054000000,15330,515047000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06306692310546769,0.02906475805526476,-0.6324794100159661,-0.5607441003915028,0.038439141991569184,-0.0002082329976458991,-0.00019789651169525163,-0.00013684148696090082,0.0,0.0,0.0,0.0
515054000000,15331,515048000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06306674266166912,0.029064222096421233,-0.6325605637736587,-0.5608783531384169,-0.00014269348245355556,-0.0004956987729146378,-0.07798198390173611,-0.12273825034878703,0.0,0.0,0.0,0.0
515054000000,15332,515049000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0630999585166423,0.029064067433576923,-0.6325607140435014,-0.5608784599637833,0.03316309521151863,-0.00015426068037600188,-0.00015232599682558218,-0.0001092051633103247,0.0,0.0,0.0,0.0
515054000000,15333,515050000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06309978301268959,0.029063546454981548,-0.632584227660006,-0.5610097350120089,-0.00014021600521776922,-0.0004906812471496547,-0.07549819311513295,-0.12193928327304877,0.0,0.0,0.0,0.0
515054000000,15334,515051000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06313820371179091,0.029063338285457263,-0.6325844230707407,-0.5610098691314249,0.03837176195018597,-0.00020783611615723951,-0.00019753037261217854,-0.00013659436185343987,0.0,0.0,0.0,0.0
515054000000,15335,515052000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06313802346021546,0.029062802538236454,-0.6326655515433135,-0.5611439817307406,-0.00014266997573225693,-0.0004958159462530864,-0.07799404716142927,-0.12266667200496413,0.0,0.0,0.0,0.0
515054000000,15336,515053000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06317148841697584,0.02906264494386157,-0.6326657042332453,-0.5611440899975211,0.03341242833582819,-0.00015719409514190763,-0.00015476137101199522,-0.00011064818816669542,0.0,0.0,0.0,0.0
515054000000,15337,515054000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06317131278249999,0.029062123217375557,-0.6327025227166807,-0.5612754131844611,-0.00014040153809163208,-0.0004912068206559261,-0.07570453387881845,-0.12195075401928065,0.0,0.0,0.0,0.0
515055000000,15338,515055000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06320958486336892,0.029061916051059455,-0.6327027171966861,-0.5612755467184805,0.038223273553642176,-0.00020683190033438797,-0.00019662762993873095,-0.00013600074848763022,0.0,0.0,0.0,0.0
515056000000,15339,515056000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.06320940497416316,0.02906138085370813,-0.6327837779740353,-0.5614093868639358,-0.00014260689773240576,-0.0004960103257261109,-0.07801532881105144,-0.12253585717626564,0.0,0.0,0.0,0.0
