%time,field.name0,field.name1,field.name2,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.pose2.position.x,field.pose2.position.y,field.pose2.position.z,field.pose2.orientation.x,field.pose2.orientation.y,field.pose2.orientation.z,field.pose2.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z,field.twist2.linear.x,field.twist2.linear.y,field.twist2.linear.z,field.twist2.angular.x,field.twist2.angular.y,field.twist2.angular.z
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12795918756884989,-0.0063231833356459915,-0.21717888049507156,-0.09390160632856329,-0.09156059030211595,0.7144258088867526,0.6873099084321082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004491702798463159,-0.0004629108354827045,-0.0004652646517704056,0.013646027431721042,0.04238124540613501,0.023637528287075805
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12796695064558156,-0.006322379033159518,-0.21718355410155038,-0.09393278334762284,-0.09156785241970153,0.7144281498337591,0.6873022474435277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007763360382884664,0.0008038888065314908,-0.00467359930423489,-0.034353091892937164,-0.05548551613854782,0.009809249631152882
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12797119904207063,-0.006323485610363129,-0.2171821311202335,-0.0939043295157318,-0.0915591695473453,0.7144395559875333,0.6872954359009942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004626340343323399,-0.00032610437918231046,1.891545684784752e-05,0.00922043110219446,0.04407046204715358,0.020608118114296976
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12797878637826998,-0.006322551408093588,-0.2171866508407201,-0.09393392274699264,-0.09156454470615553,0.7144420986673818,0.6872880327503628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007587667223842423,0.0009336942707268832,-0.0045197194229849415,-0.034860896123755696,-0.0505426338713651,0.009652011945260948
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12798293681475495,-0.006323692219481525,-0.21718587139621431,-0.09390581553206376,-0.09155789663593483,0.7144538850631517,0.6872805071373917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044943124648948,-0.00046470892425775495,-0.00045635515783763866,0.013597593563254093,0.04237727883330259,0.02363453877112122
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12799069613322683,-0.0063228915447747815,-0.2171905429230488,-0.09393695305027526,-0.09156513548424242,0.7144562406322614,0.6872728388616846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007759601637002329,0.0008002605673658386,-0.004671519987374278,-0.03433390439988423,-0.055396940025500475,0.009843144336456717
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12799494281482235,-0.0063240079168194055,-0.21718914029072595,-0.09390850868717478,-0.0915565854985025,0.7144676884600695,0.6872659643795345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004623737480028436,-0.00033903978348023367,2.988179549380998e-06,0.009439831641397427,0.043921797460135525,0.02081304856280729
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.1280025397440959,-0.006323088629735872,-0.2171936646800837,-0.09393815078993399,-0.09156205644539152,0.7144702385398891,0.6872585335129805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007597258506075017,0.0009187812285881899,-0.0045243884471149924,-0.03479572895010721,-0.05074914998603169,0.009711348143929712
515054000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.1280066966374752,-0.006324235880904679,-0.21719286062803228,-0.0939100602728357,-0.09155537703191699,0.7144820310890438,0.68725100273988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004501682585690505,-0.0004692021560439016,-0.00043607841820584073,0.013477377625584479,0.04236343760794217,0.023621292961216137
515055000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,-0.13052616522012478,0.0,0.9914448649284179,-0.12801444926450387,-0.006323442967368652,-0.2171975271947986,-0.09394111424405581,-0.09156256203110882,0.7144844192572725,0.6872433185760941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007752910205981493,0.0007924974145851285,-0.004666560464459048,-0.03430279880386639,-0.055201571396794394,0.00991631974272329
