%time,field.name0,field.name1,field.name2,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.pose2.position.x,field.pose2.position.y,field.pose2.position.z,field.pose2.orientation.x,field.pose2.orientation.y,field.pose2.orientation.z,field.pose2.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z,field.twist2.linear.x,field.twist2.linear.y,field.twist2.linear.z,field.twist2.angular.x,field.twist2.angular.y,field.twist2.angular.z
425145000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.4995856840801641,-0.0014407763096755048,-0.21094125247765225,-2.0254747421343525e-05,1.3589259740325998e-05,0.7062701510675266,0.7079424221757942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001477380783653234,-0.0002683824710159045,0.004297781802951378,0.0006978108634090274,-0.021975360112939095,-0.0004946795014825326
425145000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.4995884239194221,-0.001440937150917618,-0.2109451583300822,-2.9025484031152474e-05,4.76424913788633e-06,0.7062703634086365,0.7079422101453309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002739837304930329,-0.00016084343262795774,-0.0039058535572797145,4.729334794654524e-05,-0.02488424295077296,0.0006007328693739603
425145000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.49958742445124266,-0.0014410160362402903,-0.2109410836935635,-2.1880704089356805e-05,1.2052026728906437e-05,0.7062706413595721,0.7079419330210085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009995748564344729,-7.888607196896962e-05,0.0040746293583920805,-0.00017812476006213537,0.02041106256408498,0.0007847509662698686
425145000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.49958498449563077,-0.0014410377767340003,-0.210944941317502,-1.3274390285560782e-05,2.0907739020125127e-05,0.7062704850949847,0.7079420889241946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024399445357388616,-2.1737123644026633e-05,-0.003857634965788773,-0.000323501333365527,0.024695503853287858,-0.000441957965801861
425145000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.49958606984026976,-0.0014411012572303702,-0.21094101706297577,-2.028486278224032e-05,1.3643287555668233e-05,0.706270489881851,0.7079420841597392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010850393089008147,-6.347177374425998e-05,0.0039242606512603475,0.0003354230544802657,-0.020187993757357924,1.5987429787501708e-05
425145000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.4995885698682119,-0.0014411283076941437,-0.21094502303020737,-2.9220999270156728e-05,4.685652441577855e-06,0.7062705524534608,0.707942021539378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024999125530826014,-2.710318034587773e-05,-0.004006088631861669,4.1174594709156927e-07,-0.02530628539805473,0.00017868513130275877
425146000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.4995873826740878,-0.0014411499725976457,-0.2109408592862924,-2.1892795917529586e-05,1.2173008576187137e-05,0.706270739464917,0.7079418351448108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011874488834864789,-2.1622510288020038e-05,0.004163738761823255,-0.00020028364476261086,0.02095282570352898,0.0005261257624757262
425146000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.49958482118463576,-0.0014411330308635823,-0.210944726427521,-1.3269657739837782e-05,2.103791591659383e-05,0.7062705876073081,0.7079419866501422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002561479520388204,1.694462688621826e-05,-0.0038671510738998416,-0.0003126725935194593,0.02473228116946583,-0.0004295182871545593
425147000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.4995858494874245,-0.0014411885499932033,-0.2109408010759854,-2.0282643679821974e-05,1.3764083171808463e-05,0.70627057109381,0.7079420031372541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010279974228408558,-5.5527019613292366e-05,0.00392535817525116,0.00034513864537660956,-0.02020482852199746,-4.4086906667491415e-05
425148000000,ground_plane,Floor,khm2,0.252724,-0.228037,0.0,0.0,0.0,0.0,1.0,-0.010923,0.300375,-0.916015,0.0,0.0,0.0,1.0,-0.4995883072746671,-0.001441219315154568,-0.2109447929073773,-2.9180820488046908e-05,4.839155639367104e-06,0.7062705951963687,0.7079419788980094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024576711487870485,-3.0818435708650124e-05,-0.003991953182013492,7.954945507764946e-06,-0.02520637095435896,7.000846499866671e-05
