%time,field.name0,field.name1,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z
160077000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015171046958786344,-0.0021475158500055243,0.17423514423990855,-0.004067323344502896,-0.005091587700766886,-0.7069448660619023,0.7072386365041263,0.0,0.0,0.0,0.0,0.0,0.0,0.002004375680801344,-0.005347085078649359,-0.0001756361324195474,-0.007511147947251383,-0.03245927863813306,0.4870387939647855
160077000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015361781393037003,-0.002151733800456511,0.17423466016099248,-0.004080622638032487,-0.005076584252594842,-0.7071170175801642,0.7070665458496435,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019073443425066004,-0.004217950450986668,-0.0004840789160633057,0.002754825387802524,0.03687295102430049,-0.48707911077966287
160077000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015138253059939337,-0.0021570917374930157,0.1742342200603118,-0.004069013944671944,-0.005092664961142008,-0.7069448578485825,0.7072386272330996,0.0,0.0,0.0,0.0,0.0,0.0,0.0022352833309766604,-0.005357937036504784,-0.0004401006806857635,-0.006669216489979028,-0.03600546334356308,0.48706924094096626
160077000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001534577359426443,-0.002161333991852522,0.17423365184852363,-0.0040821776398331025,-0.005076328852589726,-0.7071170254917344,0.7070665307952422,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020752053432509287,-0.0042422543595062034,-0.000568211788165374,0.004830767267096125,0.03856510425413772,-0.48711963361364696
160077000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015118948128444676,-0.0021667217428154055,0.17423332409567818,-0.004068238863326277,-0.005092930796701793,-0.7069448617760853,0.7072386258518707,0.0,0.0,0.0,0.0,0.0,0.0,0.0022682546581975467,-0.0053877509628832785,-0.00032775284545134495,-0.004110624192191532,-0.04003722367267398,0.4871221657394286
160077000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001535129306159482,-0.0021709911910464193,0.1742330448995518,-0.004081088842449406,-0.0050753010503294645,-0.7071170394406261,0.7070665305088571,0.0,0.0,0.0,0.0,0.0,0.0,-0.002323449331501426,-0.004269448231013762,-0.0002791961263972319,0.007104042217519153,0.039951470742956754,-0.48713957340028824
160078000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001512396588099927,-0.0021763987134180234,0.17423310283185064,-0.0040655443829880665,-0.005092414389170574,-0.7069448670072835,0.7072386398356731,0.0,0.0,0.0,0.0,0.0,0.0,0.0022732718059555023,-0.005407522371603901,5.793229883869176e-05,-0.0025631999861100044,-0.04303172854655807,0.4871750877638189
160079000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015374739807912582,-0.0021806754679197502,0.17423321906918618,-0.004078780714481244,-0.005074141796073716,-0.7071170496115676,0.7070665419757524,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025077392691331118,-0.004276754501726818,0.00011623733552186717,0.007467249221140463,0.041408062952153,-0.487159179508395
160080000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015141993177881195,-0.002186073970668028,0.17423364802977012,-0.004063588888188751,-0.0050917283644652065,-0.7069448641051435,0.7072386589143517,0.0,0.0,0.0,0.0,0.0,0.0,0.0023274663003138634,-0.005398502748277751,0.00042896058395278623,-0.003731593503365079,-0.04320324291018995,0.48720451387604985
160081000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015390761987902696,-0.0021903289022924175,0.17423401671663952,-0.004078299146806876,-0.00507363997372938,-0.7071170459733455,0.7070665519931032,0.0,0.0,0.0,0.0,0.0,0.0,-0.002487688100215023,-0.004254931624389568,0.0003686868694020521,0.005122325918501349,0.043232307226185866,-0.4871843786391521
