%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.position0,field.position1,field.position2,field.position3,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.effort0,field.effort1,field.effort2,field.effort3
160077000000,1386,160072000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-2.6020852139652106e-18,-3.469446951953614e-18,5.204170427930421e-18,6.071532165918825e-18,0.0,0.0,0.0,0.0
160077000000,1387,160073000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,1.734723475976807e-18,3.0357660829594124e-18,1.734723475976807e-18,8.673617379884035e-18,0.0,0.0,0.0,0.0
160077000000,1388,160074000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-2.6020852139652106e-18,-1.6479873021779667e-17,-9.540979117872439e-18,2.6020852139652106e-18,0.0,0.0,0.0,0.0
160077000000,1389,160075000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,6.938893903907228e-18,1.5612511283791264e-17,1.0408340855860843e-17,-3.469446951953614e-18,0.0,0.0,0.0,0.0
160077000000,1390,160076000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,1.734723475976807e-18,5.204170427930421e-18,6.938893903907228e-18,-3.469446951953614e-18,0.0,0.0,0.0,0.0
160077000000,1391,160077000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-8.673617379884035e-18,-8.673617379884035e-18,0.0,0.0,0.0,0.0
160078000000,1392,160078000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,2.6020852139652106e-18,-8.673617379884035e-19,9.75781955236954e-18,1.452830911130576e-17,0.0,0.0,0.0,0.0
160079000000,1393,160079000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,2.6020852139652106e-18,-4.336808689942018e-18,-4.336808689942018e-18,-6.071532165918825e-18,0.0,0.0,0.0,0.0
160080000000,1394,160080000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,3.0357660829594124e-18,3.0357660829594124e-18,-2.168404344971009e-18,-2.168404344971009e-18,0.0,0.0,0.0,0.0
160081000000,1395,160081000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,4.336808689942018e-18,8.673617379884035e-19,1.1275702593849246e-17,9.540979117872439e-18,0.0,0.0,0.0,0.0
160082000000,1396,160082000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,1.734723475976807e-18,3.469446951953614e-18,9.540979117872439e-18,1.214306433183765e-17,0.0,0.0,0.0,0.0
