%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
415903000000,0,415898000000,base_link,-0.031653912443054065,-0.03098364075725675,0.7116281990148662,0.7011585770703591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06088078443601801,0.036882171959433635,0.009076217504603962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6308058615761045,-2.9643636069669483,6.236763312795147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415903000000,1,415899000000,base_link,-0.031653912443054065,-0.03098364075725675,0.7116281990148662,0.7011585770703591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06088078443601801,0.036882171959433635,0.009076217504603962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6308058615761045,-2.9643636069669483,6.236763312795147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415903000000,2,415901000000,base_link,-0.03165889503347819,-0.030981381473459246,0.711631886340287,0.7011547095406406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05939480628005943,0.04326123120994452,0.008094701499051192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8630320143579902,-3.0455257087420837,6.605728369167615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415903000000,3,415902000000,base_link,-0.03165889503347819,-0.030981381473459246,0.711631886340287,0.7011547095406406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05939480628005943,0.04326123120994452,0.008094701499051192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8630320143579902,-3.0455257087420837,6.605728369167615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415904000000,4,415903000000,base_link,-0.03166949902418651,-0.03101548514563119,0.7116342388044207,0.7011503352876551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017769688697694203,-0.011483458729561864,0.008154895210348958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04688517632751327,0.06465694854771031,0.010510323270409572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415905000000,5,415904000000,base_link,-0.03165605220675997,-0.03098624213403363,0.7116346179273328,0.7011518506889309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06059811478471601,0.021939368173213715,-0.0006043745888292397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4655754067739128,-4.9865166382197685,8.810312078875727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415906000000,6,415905000000,base_link,-0.03165516057609704,-0.031004296453720517,0.7116339937670125,0.7011517263228575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012263872380986989,-0.01683424030382713,-0.0015709356866127886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.666473679555391,0.8003701791015134,20.869074137453204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415907000000,7,415906000000,base_link,-0.03165343239386938,-0.031014147745661094,0.7116334955460017,0.7011518743284338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01161911625407999,-0.01623344699363697,-0.0016401592471985969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06022041474174944,0.05678802828628149,0.00026929760819704995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415908000000,8,415907000000,base_link,-0.03165343239386938,-0.031014147745661094,0.7116334955460017,0.7011518743284338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01161911625407999,-0.01623344699363697,-0.0016401592471985969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06022041474174944,0.05678802828628149,0.00026929760819704995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415909000000,9,415908000000,base_link,-0.031643175864984364,-0.03100266326704228,0.7116368181893089,0.7011494728579097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012704574233044335,-0.017712230122416496,0.002366922324324116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3761649992143719,1.0637420443218395,23.697348337533736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415910000000,10,415909000000,base_link,-0.031641426813152414,-0.031012757849262947,0.7116376050931503,0.7011483066920268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011939669360230006,-0.0167671101371132,0.0020159477733435426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060744713117450166,0.03830597638840871,-0.04377471132425903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415911000000,11,415910000000,base_link,-0.031641426813152414,-0.031012757849262947,0.7116376050931503,0.7011483066920268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011939669360230006,-0.0167671101371132,0.0020159477733435426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060744713117450166,0.03830597638840871,-0.04377471132425903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415912000000,12,415911000000,base_link,-0.031632220652250076,-0.031001442184635044,0.7116424689419878,0.7011442858622127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013405278224315635,-0.01635925756642453,0.003779258698811011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3403404218443329,0.8780896873721402,23.276105636567063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415913000000,13,415912000000,base_link,-0.03163131299138678,-0.031011479860766304,0.7116436845928406,0.7011426490625227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013041848152711526,-0.015545972335727106,0.0033430200792070276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0614173121457629,0.03229994693203431,-0.03153425011568167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415914000000,14,415913000000,base_link,-0.031622197578398695,-0.030978981129571613,0.711647982116752,0.7011401349927427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059145465027183125,0.03217059643518899,0.01109481592715816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6409778353386781,-2.870001397604984,6.020001802658246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415915000000,15,415914000000,base_link,-0.03162409630420533,-0.03100022896514116,0.7116490095254316,0.7011380674150586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014976010337121174,-0.014766499614286648,0.0041777002797603715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.292166616035357,0.7915941527379413,23.301467438290324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415916000000,16,415915000000,base_link,-0.0316243426050523,-0.031010292380971607,0.7116502993572218,0.7011363021168006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014700303379413398,-0.01395215717695721,0.003700023753849798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060632338505963335,0.02822410083669724,-0.03078482232367108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
