%time,field.name0,field.name1,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z
160616000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015749466470560625,-0.004919468623085286,0.17424713883301063,-0.004055804310136108,-0.005066092317972372,-0.7071121014754101,0.7070716803175283,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017940099285323535,-0.005153803568804585,-0.0006895980250981835,0.016471155822025765,0.06187437154396213,-0.48736791099425264
160617000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001533210847520307,-0.004925489867818489,0.17424767681937423,-0.004051968534392574,-0.0050835032136247104,-0.7069397994200406,0.7072438472988127,0.0,0.0,0.0,0.0,0.0,0.0,0.004173579953575564,-0.006021244733202716,0.0005379863635949569,-0.01954781887761637,-0.026904075705225888,0.48732262919911457
160618000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015412237181710477,-0.004930150492376011,0.17424917090102343,-0.0040865534006161545,-0.0050706021597287645,-0.7071121127673002,0.7070714596508662,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008012870650740975,-0.004660624557522057,0.0014940816491997577,-0.030324439448287967,0.06399813786297989,-0.4879266765496472
160619000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00014983167462380258,-0.004935842773880342,0.17425141559367313,-0.0040886942464872095,-0.005102794841398774,-0.7069398529647193,0.7072434434863192,0.0,0.0,0.0,0.0,0.0,0.0,0.004290697193302209,-0.005692281504330625,0.00224469264970871,-0.04889641340533129,-0.039345396950094584,0.4870651047514992
160620000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001516595388522508,-0.004940430580634936,0.17425368239063826,-0.004118075867240256,-0.005097822226342944,-0.7071120095037811,0.7070711843055302,0.0,0.0,0.0,0.0,0.0,0.0,-0.001827864228448218,-0.004587806754594167,0.002266796965123127,-0.03418091003309719,0.045409980047561374,-0.4874074613288113
160621000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001489946114901244,-0.004946306053370184,0.17425562938632858,-0.004105536346191804,-0.005129343540456123,-0.7069398319897546,0.7072431748362451,0.0,0.0,0.0,0.0,0.0,0.0,0.002664927362126387,-0.0058754727352487365,0.0019469956902992813,-0.02718445296138768,-0.05913768500940001,0.4871041346147654
160622000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015273530030301575,-0.004951254628681628,0.17425676632266093,-0.004116223713598325,-0.005116428762527973,-0.7071119531997297,0.7070711170038844,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037406888128913426,-0.004948575311443434,0.0011369363323580524,0.0034957649352968523,0.030200042195572645,-0.486947869229748
160623000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001516420177384229,-0.004957566618579368,0.17425697563707462,-0.004086521921885357,-0.005135276683313307,-0.7069396782808142,0.707243395546531,0.0,0.0,0.0,0.0,0.0,0.0,0.001093282564592844,-0.006311989897740392,0.00020931441370119,0.0150027877257912,-0.06547748069846315,0.48772078576599
160624000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015605750860057588,-0.004962972644792135,0.17425551635501016,-0.004082615052767515,-0.005107319316856242,-0.7071119029369312,0.7070714279820948,0.0,0.0,0.0,0.0,0.0,0.0,-0.004415490862152983,-0.005406026212766617,-0.0014592820644748154,0.04541790350028984,0.030847683185378,-0.4869392762223217
160625000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015487293034355525,-0.004969568282252014,0.17425332776803873,-0.004050203706221442,-0.005112224935526253,-0.7069397611728924,0.7072436886101994,0.0,0.0,0.0,0.0,0.0,0.0,0.0011845782570206196,-0.00659563745987892,-0.002188586971436972,0.038544814381499655,-0.049608987778830674,0.48741926732218166
