%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.position0,field.position1,field.position2,field.position3,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.effort0,field.effort1,field.effort2,field.effort3
160616000000,1925,160616000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,3.469446951953614e-18,6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,0.0,0.0,0.0
160617000000,1926,160617000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0
160618000000,1927,160618000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0
160619000000,1928,160619000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18,-1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0
160620000000,1929,160620000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-6.938893903907228e-18,6.938893903907228e-18,-6.938893903907228e-18,-2.7755575615628914e-17,0.0,0.0,0.0,0.0
160621000000,1930,160621000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0
160622000000,1931,160622000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-5.204170427930421e-18,-2.5587171270657905e-17,-8.673617379884035e-18,-4.7704895589362195e-18,0.0,0.0,0.0,0.0
160623000000,1932,160623000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,6.938893903907228e-18,-3.469446951953614e-18,3.469446951953614e-18,1.3877787807814457e-17,0.0,0.0,0.0,0.0
160624000000,1933,160624000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,1.3877787807814457e-17,2.0816681711721685e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0
160625000000,1934,160625000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,2.0816681711721685e-17,0.0,0.0,0.0,0.0
160626000000,1935,160626000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,-6.938893903907228e-18,-6.938893903907228e-18,0.0,0.0,0.0,0.0
160627000000,1936,160627000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,3.469446951953614e-18,-3.469446951953614e-18,-3.469446951953614e-18,-2.42861286636753e-17,0.0,0.0,0.0,0.0
160628000000,1937,160628000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-8.673617379884035e-19,1.734723475976807e-18,-1.734723475976807e-18,-5.204170427930421e-18,0.0,0.0,0.0,0.0
160629000000,1938,160629000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0
160630000000,1939,160630000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0
160631000000,1940,160631000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0
160632000000,1941,160632000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,1.3877787807814457e-17,-1.734723475976807e-17,-3.469446951953614e-17,-4.163336342344337e-17,0.0,0.0,0.0,0.0
160633000000,1942,160633000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-2.7755575615628914e-17,-3.469446951953614e-17,-2.42861286636753e-17,0.0,0.0,0.0,0.0
160634000000,1943,160634000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.0408340855860843e-17,-3.469446951953614e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0
160635000000,1944,160635000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,-6.938893903907228e-18,-4.163336342344337e-17,-2.0816681711721685e-17,0.0,0.0,0.0,0.0
160636000000,1945,160636000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0
160637000000,1946,160637000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,2.7755575615628914e-17,-1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0
160638000000,1947,160638000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,6.938893903907228e-18,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0
160639000000,1948,160639000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-5.421010862427522e-18,-5.204170427930421e-18,1.5829351718288365e-17,2.2551405187698492e-17,0.0,0.0,0.0,0.0
160640000000,1949,160640000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-3.469446951953614e-18,6.938893903907228e-18,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0
