%time,field.name0,field.name1,field.pose0.position.x,field.pose0.position.y,field.pose0.position.z,field.pose0.orientation.x,field.pose0.orientation.y,field.pose0.orientation.z,field.pose0.orientation.w,field.pose1.position.x,field.pose1.position.y,field.pose1.position.z,field.pose1.orientation.x,field.pose1.orientation.y,field.pose1.orientation.z,field.pose1.orientation.w,field.twist0.linear.x,field.twist0.linear.y,field.twist0.linear.z,field.twist0.angular.x,field.twist0.angular.y,field.twist0.angular.z,field.twist1.linear.x,field.twist1.linear.y,field.twist1.linear.z,field.twist1.angular.x,field.twist1.angular.y,field.twist1.angular.z
160367000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015410261929500198,-0.0035598099784678113,0.17423984877103618,-0.004095399272718168,-0.0050624227578146535,-0.707115073978542,0.7070685056859338,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034572267471155394,-0.004194035841731611,-0.0015271064586420812,-0.03536421557272877,0.09744217590695388,-0.4881929674662082
160367000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00014886131490903003,-0.0035652057734194397,0.1742383394205932,-0.004069081014148822,-0.00511490878802156,-0.7069427414301171,0.7072405818581545,0.0,0.0,0.0,0.0,0.0,0.0,0.005241304385971947,-0.005395794951628398,-0.001509350442985299,-0.037345103088231066,-0.10828873015633304,0.4877535315982276
160367000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015482282714993545,-0.0035695697812086293,0.1742369492334349,-0.004103025102892737,-0.005092463531769072,-0.707114962015249,0.7070683577238875,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059615122409054115,-0.004364007789189714,-0.001390187158281932,-0.015918055399737584,0.0765780683204686,-0.48763789674669605
160367000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015189515242734132,-0.0035751226507272516,0.17423675420752854,-0.004054866286945169,-0.0051537125998264415,-0.7069426096397072,0.7072405135324431,0.0,0.0,0.0,0.0,0.0,0.0,0.002927674722594126,-0.005552869518622091,-0.0001950259063577646,-0.01885979284450871,-0.15155447290219554,0.4881908412259485
160367000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00016124515406807163,-0.0035797239843278986,0.17423680718401838,-0.0040839495708866295,-0.005118451493885106,-0.7071147244009575,0.7070685181406149,0.0,0.0,0.0,0.0,0.0,0.0,-0.009350001640730323,-0.00460133360064712,5.297648983710983e-05,0.009096626840426558,0.08782795901028047,-0.48722055340165143
160368000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015811722107432596,-0.0035854060996137454,0.17423872543198796,-0.004041738919775611,-0.00516478270930863,-0.706942011044147,0.7072411062621622,0.0,0.0,0.0,0.0,0.0,0.0,0.0031279329937456794,-0.005682115285846612,0.00191824796958843,-0.0061896918942519405,-0.1220367642620552,0.4891301091077069
160369000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00016506499743999264,-0.0035901013178889045,0.17424056535084687,-0.004073585224943613,-0.005121094457814605,-0.7071143793046725,0.7070689039093271,0.0,0.0,0.0,0.0,0.0,0.0,-0.006947776365666666,-0.004695218275158929,0.001839918858902884,0.017112584398695032,0.10365112941919918,-0.48796812045894017
160370000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00016000686605955862,-0.0035958284359806298,0.1742434977268594,-0.0040431265613742225,-0.005153265123214138,-0.7069419302844959,0.7072412630720929,0.0,0.0,0.0,0.0,0.0,0.0,0.005058131380434018,-0.005727118091725061,0.0029323760125252573,-0.0027859485133644793,-0.08539896816725366,0.48819604241690956
160371000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001639478061565433,-0.003600508353873248,0.17424565247530546,-0.004079694725071572,-0.005106414216906377,-0.7071143066505622,0.7070690475157928,0.0,0.0,0.0,0.0,0.0,0.0,-0.003940940096984693,-0.004679917892618233,0.002154748446058917,0.014900735837865772,0.11480410461119231,-0.48807190783601695
160372000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015724710484454866,-0.003606248038034322,0.1742483683075495,-0.004056465574697975,-0.005131006665933732,-0.7069419692286691,0.7072413095971747,0.0,0.0,0.0,0.0,0.0,0.0,0.006700701311994652,-0.005739684161073899,0.002715832244024807,-0.002284617809277599,-0.06446299886646922,0.4877647874315602
160373000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0001595159969689544,-0.003610925131720451,0.17424943673460208,-0.0040900852281433335,-0.005087784367567905,-0.7071143770784277,0.7070690513535737,0.0,0.0,0.0,0.0,0.0,0.0,-0.002268892124405746,-0.004677093686128871,0.001068427052572882,0.013928630797892836,0.10550503170746196,-0.4881167508813882
160374000000,hina_ssi_visual_root,khm2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00015309850960103507,-0.0036166757314810257,0.17425063663591792,-0.004065584790645347,-0.005113375223538565,-0.7069421033693326,0.7072412508457616,0.0,0.0,0.0,0.0,0.0,0.0,0.006417487367919344,-0.005750599760574698,0.0011999013158255616,-0.001888683985080614,-0.0676767736837643,0.48760694765029305
