%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.position0,field.position1,field.position2,field.position3,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.effort0,field.effort1,field.effort2,field.effort3
160471000000,1715,160471000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,3.469446951953614e-18,3.469446951953614e-18,1.0408340855860843e-17,3.8163916471489756e-17,0.0,0.0,0.0,0.0
160472000000,1716,160472000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-1.0408340855860843e-17,-1.734723475976807e-17,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0
160473000000,1717,160473000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-1.734723475976807e-18,2.0816681711721685e-17,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0
160474000000,1718,160474000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-1.214306433183765e-17,-2.2551405187698492e-17,-8.673617379884035e-18,0.0,0.0,0.0,0.0
160475000000,1719,160475000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-6.938893903907228e-18,3.469446951953614e-18,0.0,0.0,0.0,0.0
160476000000,1720,160476000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18,-1.0408340855860843e-17,-3.469446951953614e-18,0.0,0.0,0.0,0.0
160477000000,1721,160477000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,8.673617379884035e-18,-3.469446951953614e-18,-8.673617379884035e-18,1.734723475976807e-18,0.0,0.0,0.0,0.0
160478000000,1722,160478000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-1.214306433183765e-17,1.3877787807814457e-17,2.0816681711721685e-17,2.7755575615628914e-17,0.0,0.0,0.0,0.0
160479000000,1723,160479000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,8.673617379884035e-18,1.0408340855860843e-17,1.3877787807814457e-17,-1.3877787807814457e-17,0.0,0.0,0.0,0.0
160480000000,1724,160480000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-3.469446951953614e-18,0.0,-1.734723475976807e-18,-6.938893903907228e-18,0.0,0.0,0.0,0.0
160481000000,1725,160481000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0
160482000000,1726,160482000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,0.0,-1.0408340855860843e-17,-1.734723475976807e-18,-8.673617379884035e-18,0.0,0.0,0.0,0.0
160483000000,1727,160483000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,3.469446951953614e-18,-3.469446951953614e-18,-3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0
160484000000,1728,160484000000,,BL_TO_BASELINK,BR_TO_BASELINK,FL_TO_BASELINK,FR_TO_BASELINK,0.0,0.0,0.0,0.0,-5.204170427930421e-18,8.673617379884035e-18,1.6046192152785466e-17,-8.239936510889834e-18,0.0,0.0,0.0,0.0
